Geneid	CeACtrl	CeAMor	dStrCtrl	dStrMor	NAcCtrl	NAcMor
Mchr1	27	38	79	27	70	91
8430426J06Rik	5	3	14	6	0	0
Slc25a17	28	76	32	36	60	65
St13	338	294	317	226	317	262
Xpnpep3	50	41	64	56	47	23
Dnajb7	5	9	12	4	7	16
Gm17025	8	13	26	34	24	9
Rbx1	138	130	97	86	150	143
Ep300	686	740	712	528	713	661
L3mbtl2	32	61	38	21	53	38
Chadl	13	23	3	16	17	8
Rangap1	295	315	144	168	223	176
Zc3h7b	211	162	174	198	225	243
Gm17597	6	2	5	9	6	3
Tef	415	473	441	389	415	456
Tob2	46	62	37	46	42	61
Phf5a	24	68	25	32	23	23
Aco2	389	455	376	276	354	286
Polr3h	15	12	28	23	22	12
Gm32167	0	0	0	0	0	0
Csdc2	28	33	40	63	44	79
Pmm1	68	45	49	22	48	56
LOC102634709	1	1	4	0	3	6
1700029P11Rik	0	0	0	0	0	0
Xrcc6	60	26	78	54	43	43
Desi1	67	38	64	56	77	59
Nhp2l1	130	107	78	87	86	88
4930407I10Rik	0	0	0	0	0	0
Mei1	1	2	9	5	3	0
Ccdc134	4	14	29	30	21	16
Srebf2	409	401	448	319	358	396
Mir33	0	0	3	0	0	0
Shisa8	3	4	10	2	20	15
Tnfrsf13c	13	0	1	0	0	0
Cenpm	1	0	3	0	5	0
1500009C09Rik	55	55	54	61	53	77
LOC108168219	9	23	10	2	18	4
Sept3	489	496	368	377	460	402
Wbp2nl	0	0	0	0	0	2
Naga	21	26	45	19	28	19
Fam109b	3	0	0	0	0	3
Smdt1	19	47	42	17	38	30
Ndufa6	86	78	52	21	48	74
Cyp2d22	6	8	17	20	10	1
Cyp2d11	0	0	0	1	0	0
Mir7684	0	0	0	0	0	0
Cyp2d10	0	0	0	0	0	0
Cyp2d9	0	0	0	0	0	0
Tdg-ps	0	0	0	0	0	0
Cyp2d12	0	0	0	0	0	0
Cyp2d34	0	0	0	0	0	0
Cyp2d13	0	0	0	0	0	0
Cyp2d37-ps	0	0	0	0	0	0
Cyp2d40	0	0	0	0	0	0
Cyp2d26	0	1	0	1	1	0
Tcf20	564	626	694	566	658	553
Tbrg3	72	81	169	203	111	126
Gm20324	2	7	14	21	18	1
Mir3080	4	2	1	0	5	1
AW121686	19	21	23	3	9	12
Nfam1	2	4	3	7	9	16
Gm32620	0	0	0	0	0	0
Gm41366	1	0	0	1	9	0
Serhl	1	3	5	0	2	0
Rrp7a	101	80	74	41	74	81
Poldip3	111	118	99	104	112	123
Rnu12	1986	1621	950	551	1194	1422
Cyb5r3	83	68	34	28	60	68
A4galt	0	0	0	0	0	0
Gm41367	0	0	0	0	0	0
Gm32886	0	0	0	0	0	0
LOC102635529	0	0	0	0	0	0
Gm32788	5	1	0	2	0	0
Arfgap3	19	14	21	10	8	26
1700001L05Rik	14	16	0	1	4	2
Pacsin2	116	57	90	51	89	65
Gm41368	0	3	7	2	4	5
Ttll1	80	110	35	53	107	71
Bik	0	0	0	0	4	0
Mcat	5	20	16	4	27	28
Tspo	0	0	6	0	0	0
Ttll12	20	11	13	13	16	24
Scube1	4	5	1	5	2	12
Gm33324	0	3	0	0	2	1
Mpped1	132	149	44	56	91	72
Gm41370	4	5	3	5	2	7
Gm41372	0	0	0	0	3	0
Efcab6	20	16	8	4	30	9
Sult4a1	210	232	145	102	179	199
LOC108168251	2	2	2	4	2	3
Pnpla5	0	0	0	0	0	0
Gm33432	1	0	0	0	0	0
Gm33530	0	0	0	0	1	0
Pnpla3	18	10	11	1	18	12
Mir6392	0	0	0	0	0	0
Samm50	63	57	59	35	100	67
Parvb	9	6	6	6	18	10
Gm33723	0	0	0	0	3	0
Parvg	0	0	1	2	0	0
1810041L15Rik	53	39	11	17	84	101
LOC108168252	3	0	5	2	12	0
Gm33830	0	1	1	0	10	1
Gm33966	0	0	0	0	0	0
Gm34027	0	0	0	0	0	0
Ldoc1l	107	103	102	72	93	79
Gm34095	0	0	0	0	0	0
Gm34201	0	0	0	0	0	0
Prr5	3	7	7	9	9	12
Gm41374	0	0	0	0	0	0
Gm20556	0	0	0	0	0	0
Arhgap8	0	0	0	0	0	0
Phf21b	0	0	17	7	6	19
LOC108168253	0	0	0	1	0	0
4930513L16Rik	1	5	1	1	3	0
LOC108168254	41	51	42	48	111	48
Nup50	202	228	133	162	238	170
5031439G07Rik	48	80	77	78	76	46
Mir1249	0	1	1	0	4	3
Gm39558	0	0	0	0	0	0
Upk3a	0	0	0	0	0	0
Fam118a	79	44	41	28	44	51
Smc1b	14	2	2	0	3	3
Ribc2	2	0	0	1	0	0
Gm19277	0	0	0	0	0	0
Fbln1	1	8	5	8	11	16
Gm34337	0	0	0	0	0	0
Atxn10	557	549	357	341	580	512
7530416G11Rik	1	1	0	0	2	0
Wnt7b	3	1	2	5	12	2
Gm34394	0	0	0	0	0	0
AU022754	0	0	0	0	0	0
Lncppara	2	17	19	8	15	17
Mirlet7c-2	0	0	0	0	0	0
Mirlet7b	0	0	0	0	0	0
Gm34622	0	3	11	3	2	2
LOC108168255	0	0	0	0	0	0
Ppara	1	2	12	4	0	0
Cdpf1	5	12	5	11	5	1
Pkdrej	4	3	0	0	4	2
Ttc38	21	17	37	20	54	6
Gtse1	1	0	0	3	1	0
Trmu	24	17	34	9	38	15
Celsr1	8	16	19	11	26	24
Gm34764	0	0	0	0	0	0
Gm41375	0	0	0	0	1	0
Gramd4	100	70	57	58	73	104
Gm15722	0	0	0	0	0	0
Cerk	22	40	60	37	41	48
Gm15569	5	0	1	0	2	1
Tbc1d22a	24	49	34	42	32	17
Gm34965	0	0	0	0	0	0
Gm35118	0	0	0	0	0	0
4930543I03Rik	0	0	2	0	0	0
Gm35284	0	0	0	0	0	0
A930027H12Rik	0	0	0	0	0	0
Gm35422	0	0	0	0	0	0
Gm35471	0	0	0	1	0	0
Fam19a5	114	100	104	116	128	140
Mir6393	0	0	0	0	0	0
Gm35599	2	0	0	6	0	0
Gm35711	0	0	0	0	0	0
Gm35652	0	0	1	0	0	0
Gm38626	0	0	0	0	0	0
Gm35772	0	0	0	0	0	0
Gm41376	0	0	0	0	0	0
LOC105246011	0	0	0	0	0	0
B230214G05Rik	0	0	0	0	0	0
Gm35831	0	0	0	0	0	0
Zdhhc25	0	0	0	0	0	0
Gm35997	0	0	0	0	0	0
Brd1	271	220	197	177	272	194
Gm41377	3	0	3	4	0	0
Zbed4	15	1	23	21	17	4
Alg12	15	22	14	9	35	10
Creld2	29	29	21	16	20	25
Gm33049	0	0	0	0	0	0
Pim3	14	14	15	18	19	28
Gm38643	0	0	0	0	0	0
Ttll8	1	2	1	1	0	1
Mlc1	24	38	49	40	63	65
Gm8702	0	0	0	0	0	0
Mov10l1	0	9	1	0	1	0
Panx2	52	29	53	53	79	64
1810021B22Rik	4	4	3	1	3	4
Trabd	6	10	17	10	23	34
Selo	25	16	17	25	24	21
Tubgcp6	23	50	43	50	49	40
Hdac10	5	2	13	12	16	15
LOC108168256	0	0	2	2	4	0
Mapk12	0	5	2	1	0	3
Mapk11	1	2	3	6	12	5
Plxnb2	154	93	85	84	141	147
Mir7118	0	0	0	0	0	0
Dennd6b	50	52	68	67	64	43
Mir6958	0	0	0	0	0	0
Ppp6r2	300	192	257	207	331	245
Sbf1	172	173	167	109	227	183
Mir6959	0	0	0	0	0	0
Adm2	0	0	0	0	0	0
Miox	0	0	0	0	0	0
Lmf2	6	23	3	7	12	28
Ncaph2	84	82	69	52	66	71
Sco2	0	0	0	0	0	0
Tymp	9	1	1	0	4	6
Odf3b	0	2	0	0	2	0
Klhdc7b	0	0	0	0	0	0
Syce3	0	3	0	0	0	0
Cpt1b	0	0	0	0	0	0
Gm44502	0	0	0	0	0	0
Chkb	0	0	0	3	0	0
LOC105246016	0	6	7	7	11	3
Mapk8ip2	242	291	228	142	231	164
Arsa	22	34	32	17	43	21
C230037L18Rik	9	10	4	1	13	0
Gm41381	3	3	16	3	13	5
Shank3	152	192	405	328	179	177
LOC105246018	1	0	9	5	10	24
Gm36221	0	0	0	0	4	1
Acr	1	9	8	3	12	7
Rabl2	24	39	37	29	19	21
LOC102640133	142	114	72	52	93	65
Syt10	930	898	249	199	699	585
Gm36330	0	0	0	0	0	0
Alg10b	263	240	217	126	242	179
Mir7648	0	0	0	0	0	0
Gm36480	0	0	0	0	0	0
Cpne8	69	28	71	42	69	20
Spn-ps	0	0	0	0	0	0
Gm36618	0	0	0	0	0	0
Kif21a	1125	941	739	631	831	769
Gm36710	0	0	0	0	0	6
Gm7167	0	0	0	0	0	0
Abcd2	58	44	159	99	50	49
CN725425	3	0	2	2	1	6
Slc2a13	1375	1169	1328	947	1705	1351
Lrrk2	480	400	1135	1066	699	412
Muc19	0	0	0	2	0	0
Smgc	0	0	0	0	0	0
Cntn1	1547	1170	1145	915	1520	1422
Gm36901	38	95	156	195	113	118
Gm26760	4	2	11	11	7	3
Pdzrn4	85	95	6	9	34	27
Gm30085	0	2	3	2	3	5
Gm38535	0	0	0	0	0	0
Gxylt1	66	82	63	70	61	52
Yaf2	180	147	121	113	129	136
Zcrb1	69	113	62	69	86	84
Pphln1	91	114	154	69	135	114
Gm30181	2	1	11	8	0	3
Prickle1	117	119	114	73	107	75
Gm41385	0	0	0	0	0	0
Gm41387	0	0	0	0	0	0
Gm41386	0	0	0	0	0	0
Gm30339	0	0	0	0	1	0
9430014N10Rik	0	0	3	5	0	0
Gm30609	0	0	0	0	0	0
Gm30665	0	0	0	0	0	0
Gm41388	0	0	0	0	0	0
D630010B17Rik	0	0	0	0	0	0
Adamts20	18	33	22	24	49	22
Pus7l	12	9	5	1	12	3
Irak4	5	3	0	1	0	0
Twf1	131	137	128	130	125	65
Gm30754	0	0	0	0	0	0
Tmem117	26	7	34	26	36	42
Gm31007	0	8	3	8	3	0
Gm30953	0	2	11	2	0	2
Gm30810	4	18	37	13	23	6
LOC100043315	0	1	0	0	0	0
Gm31075	0	0	18	7	7	9
Nell2	606	559	444	373	554	515
Gm31370	18	13	45	32	32	26
Gm31551	0	0	0	0	0	0
Dbx2	8	11	11	4	8	6
Gm31690	0	0	1	0	1	0
Gm6961	0	0	0	0	0	0
A130051J06Rik	20	17	52	36	38	20
Ano6	87	142	180	158	107	107
LOC102634389	0	0	2	0	5	0
Gm41389	17	19	32	49	16	19
D030018L15Rik	0	0	0	0	0	0
Gm38469	6	2	8	8	4	4
Gm4371	0	0	0	0	0	0
2610037D02Rik	0	0	0	3	0	0
4833422M21Rik	1	0	0	0	0	0
E330033B04Rik	60	124	140	186	114	107
Arid2	180	218	187	168	234	173
Scaf11	351	335	238	238	324	239
Gm41392	0	0	0	0	0	0
Gm32406	0	0	0	0	0	0
Slc38a1	484	433	461	287	506	497
Gm32457	0	5	6	0	1	0
Slc38a2	233	283	279	239	246	291
Gm32564	0	0	0	0	0	0
Gm32677	0	0	0	0	0	0
Slc38a4	7	9	2	4	2	0
Gm32840	0	0	0	0	0	0
Gm32789	0	0	0	0	0	0
Gm32733	0	0	0	0	0	0
Gm32885	0	0	0	0	0	0
Gm33149	0	0	0	0	0	0
Gm33253	0	0	0	0	0	0
Gm33205	0	0	0	0	0	0
Amigo2	87	63	14	33	55	46
Pced1b	35	36	49	39	36	27
Gm33325	1	0	0	2	1	1
Gm41393	2	1	2	3	2	0
Gm41394	0	0	0	0	0	0
Rpap3	102	108	61	69	62	88
Endou	0	0	0	0	0	0
Gm33531	6	0	1	1	0	2
Rapgef3	29	22	16	4	40	27
LOC102636367	0	0	0	0	0	2
LOC108168262	0	0	0	0	0	0
Slc48a1	61	50	55	41	85	60
Hdac7	13	23	14	16	38	12
Gm33636	3	0	0	0	1	0
Gm33690	0	0	0	0	0	0
Vdr	5	15	0	0	0	0
Tmem106c	14	21	9	7	31	10
Col2a1	0	0	0	1	0	0
LOC108168263	0	0	0	0	0	0
Gm41395	21	9	8	11	13	4
Senp1	85	33	34	58	56	57
Pfkm	291	199	188	133	180	192
LOC108168225	0	0	0	0	0	0
Asb8	90	54	48	23	34	78
Ccdc184	24	10	13	10	6	21
Gm33909	2	0	0	1	6	0
Olfr288	0	0	0	0	0	0
Olfr287	0	0	7	0	0	0
Olfr286	0	0	0	0	0	0
H1fnt	0	0	0	0	0	0
Gm33967	0	0	0	0	0	0
Zfp641	12	15	54	21	33	18
Olfr285	0	0	0	0	0	0
Olfr284	0	0	0	0	0	0
Olfr283	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0
Olfr282	0	0	0	0	0	0
Olfr281	0	0	0	0	0	0
Lalba	0	0	0	0	0	0
Olfr279	0	0	0	0	0	0
Kansl2	39	59	57	53	42	46
Snora34	0	0	6	0	0	0
Mir1291	0	0	0	0	1	0
Snora2b	3	0	9	3	2	0
Ccnt1	100	96	86	97	93	82
9330020H09Rik	23	13	21	27	17	22
4930415O20Rik	0	0	0	0	0	2
Adcy6	80	71	15	17	27	34
Cacnb3	129	113	102	81	132	103
Ddx23	154	108	86	58	148	124
Rnd1	12	13	5	2	15	8
Gm34152	0	0	0	0	0	0
Ccdc65	4	14	0	9	11	19
Fkbp11	0	4	0	6	1	0
Arf3	853	1047	1062	947	941	869
Wnt10b	0	3	0	3	1	0
Wnt1	2	3	17	1	2	4
Ddn	425	462	578	534	480	385
Prkag1	53	53	37	25	58	58
Kmt2d	435	505	625	609	522	529
Rhebl1	1	4	10	0	5	0
Dhh	0	0	0	0	0	0
Lmbr1l	6	6	6	3	13	2
Gm41396	7	3	15	10	28	6
Tuba1b	247	207	64	70	141	155
Tuba1a	414	394	231	268	422	376
LOC105246034	4	12	24	22	19	11
4930578M01Rik	0	5	5	2	3	0
Gm41398	0	0	0	0	0	0
Tuba1c	0	3	1	0	0	0
Gm41399	0	0	0	0	0	0
Prph	0	0	0	0	0	5
Gm34284	0	0	0	0	0	0
Troap	1	0	0	0	0	0
Mir6960	0	0	0	0	0	0
C1ql4	0	0	0	0	0	0
Dnajc22	0	0	0	0	0	0
Spats2	55	69	44	31	40	58
LOC108168265	1	3	3	3	2	2
Kcnh3	205	143	121	115	121	101
Mcrs1	39	27	14	28	12	28
Gm34338	1	0	1	1	2	0
1700120C14Rik	0	0	4	0	0	0
Gm34447	0	3	2	0	1	0
Fam186b	6	2	2	6	2	0
Prpf40b	40	41	72	39	73	95
Fmnl3	4	4	22	6	18	2
Tmbim6	261	289	300	204	381	309
Nckap5l	18	18	18	26	30	19
LOC102637966	0	0	0	4	2	0
LOC108167372	0	2	3	1	2	5
Bcdin3d	2	11	6	5	4	2
Faim2	665	590	243	212	524	517
Gm34765	0	0	0	0	0	1
Aqp2	0	0	0	0	0	0
Aqp5	0	0	0	0	0	0
Aqp6	0	0	0	0	0	0
Racgap1	52	57	37	22	45	29
Gm34880	9	1	12	1	1	5
Asic1	157	162	146	85	186	176
Smarcd1	178	175	206	144	161	197
Gm34939	4	1	0	7	9	1
Gm16537	0	0	4	0	0	2
Gpd1	44	27	97	52	44	22
Cox14	18	22	13	23	15	33
Cers5	46	58	41	43	64	71
Lima1	0	20	6	15	16	32
Gm17057	0	0	1	0	0	0
Uqcrh-ps1	0	0	0	0	0	0
LOC105246040	0	0	0	0	0	0
1700030F18Rik	0	0	0	0	0	0
Larp4	213	242	227	202	237	218
2310068J16Rik	2	0	0	1	2	0
Dip2b	248	312	282	352	272	351
Atf1	34	49	35	26	47	58
Tmprss12	0	0	0	0	0	0
Mettl7a1	20	25	6	14	24	25
Mettl7a3	0	0	0	0	0	0
Mettl7a2	0	0	0	0	0	0
Methig1	0	3	0	0	0	0
Higd1c	0	0	0	0	0	0
Slc11a2	63	72	96	83	124	88
Gm5475	0	0	0	2	0	0
LOC108168267	3	5	5	16	12	4
Letmd1	81	58	51	56	64	47
Csrnp2	117	98	123	92	126	112
Tfcp2	35	33	26	20	33	31
Pou6f1	49	58	83	54	52	69
C330013E15Rik	7	0	0	1	8	0
Dazap2	111	87	135	81	101	113
Smagp	0	0	0	3	0	1
Bin2	0	0	11	2	2	0
Mir6961	0	0	0	0	0	0
Cela1	0	0	0	0	0	0
Galnt6	12	7	9	12	6	11
I730030J21Rik	0	0	0	0	0	0
Slc4a8	242	244	172	181	248	230
Gm41401	0	0	0	0	0	1
Gm35569	0	0	0	0	2	0
Scn8a	774	866	1000	837	763	691
Fignl2	0	0	0	0	4	0
Gm41402	0	0	0	0	0	0
Ankrd33	0	0	0	0	0	0
Acvrl1	1	0	94	40	1	0
Acvr1b	304	208	160	124	185	186
Mir6962	0	0	0	0	0	0
A330009N23Rik	13	0	6	7	6	4
AU021063	0	0	0	0	0	0
Grasp	44	38	70	61	21	28
Nr4a1	58	38	149	189	80	74
Atg101	24	20	30	7	18	18
6030408B16Rik	0	3	0	0	0	0
Gm41403	0	0	0	0	0	0
Krt80	0	0	0	0	0	0
Gm35853	0	0	0	0	0	0
Mir1941	0	0	0	0	0	0
LOC102639385	0	0	0	0	0	0
Krt7	0	0	0	0	0	0
Krt87	0	0	0	0	0	0
Krt88	0	0	0	0	0	0
Krt81	0	0	0	0	0	0
Krt86	0	0	0	0	0	0
Krt83	0	0	0	0	0	0
Gm6042	0	0	0	0	0	0
Krt84	0	0	0	0	0	0
Krt82	0	0	0	0	0	0
Krt90	0	0	0	0	0	0
Krt75	0	0	0	0	0	0
Gm5476	0	0	0	0	0	0
Gm5477	0	0	0	0	0	0
Gm5414	0	0	0	0	0	0
Gm5478	0	0	0	0	0	0
Krt6b	0	0	0	0	0	0
Krt6a	0	0	0	0	0	0
Krt5	0	0	0	0	0	0
Krt71	0	0	0	0	0	0
Krt74	0	0	0	0	0	0
Krt72	0	0	0	0	0	0
Krt73	0	0	0	0	0	2
Krt2	0	0	0	0	0	0
Gm35972	0	0	0	0	0	0
Krt1	6	3	1	0	2	6
Krt77	9	34	8	4	19	15
Krt76	0	0	0	0	0	0
Krt4	0	0	0	0	0	0
Krt79	0	0	0	0	0	0
Krt78	0	0	0	0	0	0
Krt8	0	0	0	0	0	0
Gm36026	0	0	0	0	0	0
Gm41404	0	0	0	0	0	0
Krt18	0	0	0	0	0	0
Gm41405	0	0	0	0	0	0
Eif4b	481	456	321	228	365	370
Tns2	20	16	31	15	30	16
Spryd3	94	107	62	76	53	104
Igfbp6	1	8	14	3	1	3
Soat2	0	0	1	0	3	0
Csad	23	37	31	23	35	14
Zfp740	66	59	54	53	87	89
Itgb7	0	1	0	2	9	1
Rarg	6	9	34	6	22	28
Gm9918	0	0	0	0	0	0
Mfsd5	8	26	16	22	29	22
Espl1	1	0	0	2	1	0
Pfdn5	98	112	72	81	54	37
Myg1	30	63	22	31	36	52
Aaas	7	15	6	13	4	2
Gm36246	0	0	0	1	0	0
Sp7	28	15	10	2	4	9
Sp1	136	87	134	77	176	96
Amhr2	0	0	0	1	0	0
Prr13	36	7	4	3	13	10
Gm36331	2	1	0	3	5	0
Pcbp2	254	270	256	230	294	214
Map3k12	135	115	129	127	102	109
LOC108168226	0	7	0	4	4	0
Tarbp2	10	2	9	10	12	10
Npff	1	0	1	0	0	1
Atf7	69	71	120	102	130	95
LOC105246046	0	5	3	0	0	0
Gm4544	0	2	0	1	2	0
Atp5g2	23	13	21	26	15	18
Mir688	10	0	0	1	1	0
Calcoco1	108	91	141	122	109	134
Gm36510	7	0	2	0	2	0
Gm36560	2	8	0	11	1	1
Gm38436	0	0	2	1	0	4
Hoxc13	0	0	0	0	0	0
Gm36820	0	0	0	0	0	0
Hoxc12	0	0	0	0	0	0
Hotair	0	0	0	0	0	0
Hoxc11	0	0	0	0	0	0
Hoxc10	0	0	0	0	0	0
Mir196a-2	0	0	0	0	0	0
Hoxc9	0	0	0	0	0	0
Gm36878	0	0	0	0	0	0
Gm29852	0	0	0	0	0	0
Hoxc8	0	0	0	0	0	0
Gm29905	0	0	0	0	0	0
Hoxc6	0	0	0	0	0	0
Hoxc5	0	0	0	0	0	0
Mir615	0	0	0	0	0	0
Hoxc4	0	0	0	0	0	0
Gm30528	0	0	0	0	0	0
Gm28876	0	0	0	0	0	4
D930007P13Rik	4	0	0	0	0	0
Smug1	48	46	64	49	54	23
Cbx5	987	855	619	520	822	735
Hnrnpa1	404	382	340	328	399	293
Nfe2	0	3	4	1	7	0
Copz1	132	128	82	80	82	72
Mir148b	0	1	0	0	0	0
Gm41406	18	15	23	26	13	11
Gpr84	0	0	0	1	0	2
Zfp385a	13	31	44	63	44	46
Itga5	26	9	93	53	35	31
Mir6963	0	0	0	0	0	0
Gtsf1	0	0	0	0	0	4
BC048502	0	0	0	0	0	0
Nckap1l	8	8	23	12	9	13
Pde1b	514	476	1946	1488	1113	872
Ppp1r1a	21	24	64	51	32	30
Glycam1	0	0	0	5	0	0
LOC108168268	0	0	0	1	3	0
Mucl1	0	0	0	0	0	0
Mucl2	0	0	0	0	0	0
Gm35912	0	0	0	0	0	0
Gm35974	0	0	0	0	0	0
Olfr161	0	0	0	0	0	0
Mefv	0	0	0	0	0	0
Zfp263	97	89	134	72	87	67
Gm36195	24	3	15	13	22	27
Gm41409	3	0	0	4	0	0
Olfr15	0	0	0	0	0	0
Zfp174	50	32	49	34	62	28
Zfp597	133	98	159	87	66	84
Naa60	130	133	161	123	115	105
Gm41410	0	2	1	7	2	0
1700037C18Rik	9	14	5	11	13	7
Cluap1	83	108	91	65	102	119
LOC108168281	8	15	13	11	10	4
Nlrc3	4	6	23	13	18	19
Slx4	64	61	72	91	81	67
Dnase1	11	10	20	10	27	11
Trap1	132	106	87	54	81	113
Crebbp	1683	1659	1399	1119	1518	1381
4930455F16Rik	0	0	0	0	0	0
Gm5766	0	0	0	1	0	0
Gm36359	0	7	1	4	1	3
Adcy9	215	301	373	345	290	317
Srl	0	7	5	5	4	0
Tfap4	17	30	12	5	11	9
LOC105246062	4	1	7	1	0	4
Glis2	11	6	23	12	32	39
Pam16	10	10	28	13	21	12
Coro7	67	76	130	127	84	85
Vasn	7	10	34	19	18	6
Dnaja3	116	110	102	68	85	136
Nmral1	5	11	21	4	31	4
Hmox2	92	58	43	32	61	37
Cdip1	264	201	222	174	253	216
4930562C15Rik	2	12	1	4	3	1
Gm10914	4	8	12	8	10	5
Ubald1	102	109	86	83	131	143
Mgrn1	144	186	215	219	230	290
Gm16861	0	3	10	14	12	14
Nudt16l1	51	50	40	27	34	32
Anks3	66	65	62	66	108	73
Gm36681	20	17	35	22	28	10
4930451G09Rik	7	11	19	12	6	11
Sept12	0	0	0	0	0	0
Smim22	0	0	0	2	0	0
Rogdi	71	116	86	96	132	150
Glyr1	222	207	187	109	192	205
Ubn1	105	142	134	119	176	113
Ppl	0	6	6	4	1	15
Sec14l5	1	1	3	7	7	9
Nagpa	4	3	13	14	12	12
AU021092	0	1	0	0	0	0
Mir6364	0	0	2	0	0	0
Alg1	27	38	33	25	67	28
Eef2kmt	2	4	0	9	10	3
Gm41414	43	12	11	12	11	12
Gm41416	9	0	2	6	7	6
Rbfox1	1102	1068	1905	1765	1208	1165
Gm36902	0	7	12	14	16	13
1700123O21Rik	4	1	26	15	13	17
Gm36824	3	6	36	19	12	7
Gm29854	0	0	0	0	0	0
Gm29936	0	0	0	0	0	0
Tmem114	1	5	0	0	1	0
Gm30012	11	2	6	13	11	8
Mettl22	41	28	18	8	20	15
Abat	683	755	750	848	874	855
Tmem186	44	66	43	31	52	31
Pmm2	1	18	40	27	27	13
Carhsp1	14	18	48	99	73	97
Gm5767	0	4	0	1	1	1
Usp7	556	483	471	406	515	374
1810013L24Rik	255	289	227	236	293	222
Gm30310	2	4	14	6	5	3
Gm30371	0	2	0	0	5	0
Gm30444	0	1	4	3	3	8
Gm30567	0	0	0	0	0	0
Gm41418	6	3	0	0	0	0
Grin2a	300	393	322	320	302	208
Gm30668	0	0	1	0	0	0
Rpl39l	2	0	0	0	0	0
Atf7ip2	0	0	0	0	0	0
Emp2	3	4	8	4	9	2
Gm1600	0	0	0	0	0	0
Gm30724	0	0	0	0	0	0
Tekt5	18	14	11	7	2	21
Gm41419	0	0	0	0	0	1
Nubp1	4	2	3	3	5	6
Tvp23a	47	33	36	42	42	36
Gm41420	0	0	0	0	0	0
Ciita	0	13	9	14	5	5
Dexi	43	59	52	44	51	42
Clec16a	239	282	375	333	335	336
Gm15558	1	3	13	7	6	2
Socs1	0	0	1	1	0	0
Tnp2	0	0	0	0	0	0
Prm3	0	0	0	0	0	0
Prm2	0	0	0	0	0	0
LOC108168303	0	0	0	0	0	0
Prm1	0	0	0	0	0	0
LOC108168302	0	0	0	0	0	0
LOC108168304	2	0	0	0	0	0
Rmi2	0	0	0	0	0	0
Gm21859	0	0	0	0	0	0
Litaf	9	10	9	12	7	7
Gm4262	0	0	0	0	0	0
Gm9861	0	1	1	2	2	2
Snn	174	189	149	175	147	130
Txndc11	46	69	63	57	93	59
Zc3h7a	216	171	124	147	198	152
LOC105246071	7	1	21	3	7	5
Rsl1d1	160	144	141	103	169	152
2610020C07Rik	11	10	10	16	15	12
Gspt1	500	495	497	395	462	381
Mir1945	0	0	0	0	0	0
Tnfrsf17	4	0	0	0	0	0
Snx29	54	70	96	73	84	91
Gm32100	0	0	0	0	1	0
4833415N18Rik	0	3	12	16	12	2
Cpped1	84	91	106	85	70	66
Gm9961	1	2	0	3	0	0
Gm32278	8	2	4	10	11	4
Shisa9	471	408	506	382	704	581
LOC105242421	0	0	0	0	0	0
Gm38619	0	0	0	0	0	0
LOC108167340	0	0	0	0	0	0
4930414F18Rik	0	0	0	1	1	0
1700003L19Rik	0	0	6	1	2	0
Ercc4	77	92	111	114	136	98
Gm32596	0	0	0	0	0	0
Mkl2	1842	1978	1624	1291	1555	1346
Gm15738	30	25	67	71	43	35
Gm41421	1	3	10	1	6	1
Gm32817	10	22	171	103	56	23
Mir193b	0	0	1	0	0	0
Mir365-1	0	0	2	0	0	0
Gm33155	4	3	3	12	3	11
Mir6365	0	0	4	0	0	0
2310015D24Rik	0	0	0	0	0	0
Parn	51	61	46	61	68	48
Bfar	90	57	60	41	120	96
3110001I22Rik	14	18	21	25	11	17
Pla2g10	0	2	2	4	2	0
Pla2g10os	0	0	0	0	0	0
A930007A09Rik	5	17	0	0	5	0
LOC101055727	1	1	21	7	6	3
Rrn3	212	213	260	133	255	209
Ntan1	26	35	39	28	83	25
Pdxdc1	201	171	128	138	210	158
Mpv17l	253	187	143	171	133	148
Ifitm7	3	0	3	0	0	0
2900011O08Rik	267	266	171	159	245	251
Marf1	417	427	495	497	561	348
Mir484	3	0	0	0	0	0
Nde1	8	0	6	4	6	5
Myh11	0	0	3	0	2	0
Fopnl	56	89	50	33	43	41
Abcc1	53	59	122	69	89	78
A630010A05Rik	0	0	0	0	0	0
Snai2	0	3	0	0	2	7
Gm33696	25	25	16	10	33	18
Efcab1	59	84	15	31	37	44
F830005K03Rik	0	0	0	0	0	0
Gm41423	0	0	0	0	0	0
Gm41424	0	0	0	0	0	0
Ube2v2	160	97	105	89	127	144
Mcm4	53	33	59	30	53	49
Prkdc	196	187	255	247	299	243
Mzt2	17	15	4	4	14	4
Gm41425	1	2	5	0	1	2
Cebpd	0	0	0	0	6	4
Spidr	0	4	4	4	0	3
Pkp2	29	82	14	39	38	57
Gm5481	8	0	5	1	15	5
Yars2	49	40	23	25	26	25
Dnm1l	934	752	674	609	945	660
Fgd4	237	230	91	84	237	220
Olfr19	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0
LOC108168310	0	0	0	0	0	0
Gm34340	6	8	14	4	7	2
Spag6l	27	43	41	21	45	18
Rpl31-ps12	2	7	0	6	11	6
Igll1	0	0	0	0	0	0
Vpreb1	0	0	0	0	0	0
Top3b	45	74	89	46	60	44
Ppm1f	112	135	116	51	72	109
Mapk1	2042	1948	1654	1477	1886	1670
Ypel1	34	48	26	46	48	24
Ppil2	84	97	81	55	101	67
