# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-O" "-T" "12" "-g" "gene_id" "--ignoreDup" "-a" "/grid/li/data/Leo/RNA-seq/reference_genome/mm10.ncbiRefSeq.gtf" "-o" "AllSamples_featureCounts_output.txt" "CeACtrlAligned.sortedByCoord.rmdup.bam" "CeAMorAligned.sortedByCoord.rmdup.bam" "NAcCtrlAligned.sortedByCoord.rmdup.bam" "NAcMorAligned.sortedByCoord.rmdup.bam" "dStrCtrlAligned.sortedByCoord.rmdup.bam" "dStrMorAligned.sortedByCoord.rmdup.bam" 
Geneid	CeACtrlAligned.sortedByCoord.rmdup.bam	CeAMorAligned.sortedByCoord.rmdup.bam	NAcCtrlAligned.sortedByCoord.rmdup.bam	NAcMorAligned.sortedByCoord.rmdup.bam	dStrCtrlAligned.sortedByCoord.rmdup.bam	dStrMorAligned.sortedByCoord.rmdup.bam
Mir487b	1	1	0	4	1	0
Mir539	0	3	2	1	3	3
Mir544	1	3	5	0	2	1
Mir382	4	7	6	3	4	3
Mir134	3	1	5	7	0	2
Mir668	2	4	5	2	3	4
Mir485	4	8	7	2	6	8
Mirg	17	25	33	27	23	31
Mir453	4	2	3	4	0	3
Mir154	0	0	0	0	1	2
Mir496a	2	0	2	1	4	2
Mir377	0	0	1	1	2	1
Mir541	2	1	1	4	1	0
Mir409	0	1	0	0	0	0
Mir412	1	1	1	2	0	0
Mir369	1	1	0	2	1	0
Mir410	2	0	6	1	2	4
Mir3072	0	0	1	1	0	0
Gm34554	0	0	0	0	0	0
Gm34667	0	1	0	0	0	0
Gm40574	0	2	2	0	1	1
Gm34719	0	0	0	0	0	0
3110009F21Rik	0	0	0	0	0	0
Gm34785	0	0	0	0	0	0
Gm40575	0	0	0	0	0	0
Gm34895	0	0	0	0	0	0
Gm40576	1	1	2	2	1	1
Dio3os	0	2	4	1	0	0
Mir1247	0	0	0	0	0	0
Dio3	13	3	6	4	0	0
Gm6988	5	3	3	3	2	3
Gm40577	0	0	0	0	0	0
Ppp2r5c	156	167	216	158	170	167
LOC102638940	11	16	21	30	30	29
B930059L03Rik	6	3	4	4	5	1
Gm35558	13	23	17	13	12	10
Dync1h1	782	970	828	840	818	735
1700001K19Rik	3	1	4	3	5	4
Hsp90aa1	854	949	865	707	520	539
Wdr20	19	39	38	30	35	38
Mok	20	35	46	23	22	26
4921507G05Rik	1	0	0	0	0	0
Zfp839	14	14	18	10	18	11
Cinp	26	23	25	19	25	15
Tecpr2	30	79	68	66	62	59
Gm40897	1	2	1	0	6	0
Ankrd9	1	3	7	4	3	0
6030440G07Rik	0	0	0	0	0	0
Gm35846	0	0	0	0	0	0
LOC108168032	0	0	1	0	0	1
Rcor1	53	43	38	29	31	40
4930595D18Rik	0	0	1	1	0	0
Traf3	21	29	40	35	29	30
Amn	2	0	2	2	1	0
A230087F16Rik	2	2	4	1	4	4
Cdc42bpb	129	169	135	151	141	128
A230065H16Rik	0	0	1	0	0	0
Exoc3l4	0	0	0	0	1	1
Tnfaip2	0	0	0	1	2	0
Gm266	0	0	1	0	0	0
Gm40578	0	1	3	3	2	3
Eif5	204	191	217	163	198	133
Snora28	24	16	13	9	11	12
2810029C07Rik	2	8	9	7	7	7
Mark3	79	82	90	78	89	90
Ckb	397	470	577	481	674	618
Trmt61a	13	16	22	7	13	6
Gm36635	0	1	1	0	0	1
Bag5	42	59	67	53	45	53
Apopt1	19	15	13	18	21	16
Klc1	341	362	404	336	371	330
Xrcc3	3	8	9	8	12	5
Zfyve21	2	5	7	6	10	11
Ppp1r13b	104	119	117	120	91	97
Gm40898	0	0	0	0	0	0
5033406O09Rik	0	0	0	0	0	0
Gm36757	0	0	0	0	0	0
2010107E04Rik	30	43	27	22	45	31
Tdrd9	1	1	1	0	1	1
Rd3l	0	0	0	0	0	0
LOC108168033	0	0	0	0	0	0
Aspg	0	0	0	0	0	0
Mir3073a	0	0	0	0	0	0
Mir3073b	0	0	0	0	0	0
Mir203	0	0	0	0	0	0
Kif26a	2	4	6	4	2	2
Gm36894	0	0	0	0	0	0
Gm29890	0	1	1	0	1	0
E330035G20Rik	0	0	0	0	0	0
A730018C14Rik	5	1	3	1	2	2
B020018J22Rik	0	0	2	1	0	0
A530016L24Rik	1	3	4	4	2	2
Tmem179	66	72	82	84	44	38
Gm40584	0	0	0	0	0	0
Inf2	61	108	192	129	380	342
Gm30048	3	2	3	7	10	7
Adssl1	4	0	3	8	7	7
Gm30101	0	0	0	0	0	0
Siva1	2	6	3	6	9	8
Akt1	51	72	62	55	57	55
Mir6939	1	0	0	0	0	0
Gm30150	0	0	0	0	1	1
Zbtb42	0	0	0	0	0	0
Gm30238	7	11	24	6	9	5
Gm30298	0	0	3	1	0	2
LOC108168034	2	0	5	1	2	1
Cep170b	110	161	132	120	83	102
Mir6940	0	0	1	0	0	0
Pld4	3	1	2	3	1	3
Ahnak2	4	6	1	1	0	1
BC022687	6	10	6	5	1	5
Gm40588	1	2	0	1	2	0
Cdca4	4	1	7	4	9	1
Gpr132	0	0	0	0	0	0
Gm30461	0	0	0	0	0	0
LOC102632292	0	0	0	0	0	0
Jag2	22	24	31	21	23	19
Mir6941	0	1	0	1	0	0
Nudt14	1	2	3	2	0	1
Gm26583	0	0	0	1	0	0
Brf1	39	48	67	45	51	39
Btbd6	38	41	47	33	33	27
LOC108168035	0	0	0	0	0	0
Pacs2	43	62	81	54	52	61
Tex22	0	0	2	0	0	0
Mta1	55	72	83	65	59	50
LOC102641016	1	0	2	1	0	0
Crip2	39	64	51	32	44	48
Gm30599	0	0	1	1	1	3
Crip1	0	0	0	1	0	3
4930427A07Rik	1	0	0	0	2	0
Tmem121	8	6	5	10	8	3
Adam6b	0	0	0	0	0	0
Adam6a	0	0	0	0	0	0
Mir7094-1	0	0	0	0	0	0
Mir7094-2	0	0	0	0	0	0
Gm40899	0	0	0	0	0	0
Gm30948	0	0	0	0	0	0
Gm30996	0	0	0	0	0	0
Mir6388	0	0	0	0	0	0
Gm40900	0	0	0	0	0	0
Zfp386	70	87	124	63	91	76
LOC108168036	0	1	0	0	0	0
Vipr2	8	10	2	0	1	3
Gm20658	1	3	0	0	0	0
LOC108167975	0	1	1	2	0	0
Wdr60	43	44	62	50	42	53
Esyt2	312	458	451	315	351	337
D430020J02Rik	12	4	9	5	6	4
Ncapg2	20	16	21	21	18	12
Ptprn2	496	655	655	522	427	387
Gm6750	0	0	0	0	0	1
Gm31336	9	17	17	17	34	28
Gm10421	5	3	15	4	10	11
Gm5441	3	7	12	6	12	18
Mir153	0	0	1	0	3	2
Gm31482	0	0	0	0	0	0
Rapgef5	122	133	174	163	104	121
Cdca7l	2	1	0	0	2	0
Dnah11	1	2	3	1	0	3
Sp4	114	136	170	129	152	122
D230030E09Rik	0	0	0	0	0	0
Gm31626	0	0	0	0	0	0
Sp8	7	5	2	1	2	2
Abcb5	0	1	0	0	0	0
Itgb8	74	90	58	39	51	33
Gm39562	0	0	0	0	0	0
LOC108167976	0	0	0	0	0	0
Macc1	0	1	0	0	0	0
Tmem196	40	25	28	25	16	19
LOC108168062	0	0	0	0	0	0
Speer6-ps1	0	0	0	0	0	0
Gm40644	0	0	0	0	0	0
Gm40648	0	0	0	0	0	0
Gm35043	0	0	0	0	0	0
Gm40653	0	0	0	0	0	0
Gm16505	0	0	0	0	0	0
2810429I04Rik	1	2	1	2	4	3
1700024F13Rik	1	0	0	1	2	2
Gm40654	0	0	0	0	0	0
Gdi2	247	258	289	230	211	188
Fam208b	190	252	292	178	251	169
Asb13	15	21	20	21	19	18
Gm35190	0	0	0	0	0	0
Calml3	0	0	0	0	1	0
Gm40655	0	0	0	0	0	0
Calm4	0	0	0	0	0	0
Calm5	0	0	0	0	0	0
Net1	18	20	22	36	18	10
Tubal3	0	0	0	0	0	0
Ucn3	0	0	2	0	0	0
Akr1c14	0	0	2	0	0	0
Akr1c18	0	0	2	0	0	0
Akr1c13	0	0	0	0	0	0
Akr1c19	0	0	0	0	0	0
Marcksl1-ps4	0	0	0	0	0	0
Gm40656	0	0	0	0	0	0
Akr1c12	0	0	0	0	0	0
LOC102638797	0	0	0	0	0	0
Akr1c6	0	0	0	0	0	0
Akr1c20	0	0	0	0	0	0
Gm40657	0	0	0	0	0	0
Akr1c21	2	0	0	0	0	1
Akr1e1	14	24	40	35	15	40
Gm40658	0	0	0	0	0	0
Gm40659	0	0	0	0	0	0
Gm40660	0	0	0	0	0	0
Gm40661	0	0	0	0	0	0
Gm35330	0	0	0	0	0	0
Gm35413	0	0	0	0	0	0
Gm35464	0	0	0	0	0	0
1700016G22Rik	0	0	0	0	0	0
Klf6	36	39	36	24	19	24
LOC108168063	0	0	0	0	0	0
Gm35615	0	0	0	0	0	0
Gm35671	0	0	0	0	0	0
Pitrm1	34	40	46	46	57	47
Pfkp	132	245	290	230	327	268
Gm35730	12	10	17	8	34	22
Gm40662	0	1	1	1	1	0
Gm35925	2	2	8	11	5	6
Gm40663	0	0	3	1	0	1
Gm36074	0	0	0	0	0	0
Gm36136	0	0	0	0	0	0
Adarb2	17	30	60	47	16	21
Wdr37	140	165	235	165	190	202
Idi1	11	9	13	4	8	7
Idi2	0	2	0	2	0	0
Gtpbp4	88	60	79	56	47	39
Gm36264	0	0	0	0	0	0
Larp4b	138	146	164	142	157	154
LOC108168050	1	3	2	1	1	2
Dip2c	178	253	226	197	243	219
Gm36423	32	61	49	37	48	31
Zmynd11	188	285	277	208	220	231
Gm40665	0	0	0	0	0	0
Chrm3	11	18	29	20	17	10
LOC108168064	0	1	0	0	0	5
Gm36525	0	0	0	0	0	0
Gm40666	0	0	0	0	0	0
Zp4-ps	0	0	0	0	0	0
Ryr2	254	377	319	240	341	338
Gm10336	16	14	21	13	20	17
Mtr	27	40	62	45	55	55
Actn2	35	60	56	40	173	170
Gm30026	0	0	0	0	1	4
Gm40667	2	5	4	5	19	17
Heatr1	49	48	63	44	56	54
Lgals8	18	20	25	18	17	10
Edaradd	0	1	0	0	0	0
Ero1lb	14	31	37	27	38	28
Gpr137b-ps	5	9	6	5	17	4
LOC105245453	0	1	0	0	0	0
Prl2c3	0	0	0	0	0	0
Gm40904	0	0	0	0	0	0
Prl2c2	0	0	0	0	0	0
Gm40903	0	0	0	0	0	0
Prl2c5	0	0	0	0	0	0
Gm2423	2	3	6	2	0	1
Gm7040	0	0	0	0	0	0
Gpr137b	6	7	10	9	8	8
Nid1	0	3	1	3	0	0
Gm30836	8	7	7	13	10	10
Lyst	206	316	335	306	376	397
Gng4	85	112	81	80	21	31
B3galnt2	23	30	38	37	38	37
Tbce	40	46	64	38	57	55
Ggps1	82	103	146	89	105	95
Arid4b	192	227	243	203	219	210
Hecw1	105	116	139	109	134	130
Gm30893	4	2	8	2	2	2
Mrpl32	17	21	37	16	19	19
Psma2	30	55	53	49	42	35
AW209491	22	28	29	23	19	24
Gm31066	0	0	0	0	0	0
Gm20043	0	0	0	0	0	0
Gm6556	2	2	6	0	23	15
Gli3	7	9	6	9	54	37
4933412O06Rik	8	5	13	5	11	17
A530046M15Rik	5	3	4	2	9	6
Gm31450	3	5	5	3	9	12
Inhba	40	40	81	37	103	90
Gm31711	0	0	0	0	0	0
Sugct	0	2	1	0	2	0
Gm40826	0	0	2	2	0	3
Mplkip	33	46	57	34	50	44
Cdk13	144	178	265	146	235	227
Mir466i	1	3	2	3	4	6
Rala	47	49	50	66	40	47
Yae1d1	13	17	20	14	18	24
4930448F12Rik	0	0	0	0	0	0
Pou6f2	5	8	1	2	4	1
Gm31832	1	1	0	1	1	2
LOC108168066	1	2	0	0	0	3
Vps41	177	220	226	169	195	186
Amph	115	156	139	115	92	103
Gm31887	1	0	0	1	0	1
Stard3nl	22	42	40	32	32	25
Gm40827	0	2	1	0	0	0
9330199G10Rik	0	0	0	1	1	0
Epdr1	108	107	114	81	95	71
Sfrp4	3	0	1	1	1	0
Nme8	0	0	0	0	0	0
A530099J19Rik	0	0	0	0	0	0
Gpr141	0	0	0	0	0	0
Elmo1	180	276	262	192	295	217
Aoah	0	0	0	0	0	0
Gm32242	0	0	0	0	0	0
Olfr1370	0	0	0	0	0	0
Olfr263	0	0	0	0	0	0
Olfr1368	0	0	0	0	0	0
Gm32298	0	0	0	0	0	0
Trim27	18	19	17	18	16	12
Gm32420	0	0	0	0	0	0
Gm32525	1	3	0	1	0	3
Gpx5	0	0	0	0	0	0
Gpx6	0	1	2	0	2	1
Olfr1367	0	0	0	0	0	0
Zscan12	11	14	14	15	22	16
Zkscan3	27	33	34	35	34	29
Mir6942	1	0	3	2	1	1
Pgbd1	6	6	10	5	7	5
LOC105245359	17	22	37	20	27	26
Zscan26	109	119	155	103	135	127
Mir1896	9	10	10	4	6	10
Nkapl	3	7	2	0	3	2
Gm40828	0	0	0	0	0	0
Zkscan4	4	9	8	7	3	6
Zfp389	0	1	2	0	1	3
Zkscan8	84	96	100	49	102	66
Gm32724	1	1	3	1	2	1
Olfr1366	0	0	0	0	0	0
Olfr1535	0	0	0	0	0	0
Olfr1364	0	0	0	0	0	0
Olfr1362	0	0	0	0	0	0
Olfr11	0	0	0	0	0	0
Olfr1361	0	0	0	0	0	0
Olfr1360	0	0	0	0	0	0
Olfr1359	0	0	0	0	0	0
Hist1h2bl	0	1	1	1	2	0
Hist1h2ai	5	6	6	8	0	2
Hist1h3h	7	6	3	8	3	3
Hist1h2bm	2	2	0	0	2	2
Hist1h4j	3	4	2	0	2	2
Hist1h4k	3	14	4	7	8	2
Hist1h2ak	7	7	6	10	4	5
Hist1h2bn	3	0	3	0	2	3
LOC108168068	0	0	1	0	0	0
Hist1h1b	1	1	3	2	2	3
Hist1h3i	9	25	28	16	16	6
Hist1h2an	0	0	0	0	1	0
Hist1h2bp	0	0	0	1	0	0
Hist1h2bq	0	0	0	0	0	0
Hist1h2ao	0	0	0	0	0	0
Hist1h4m	8	5	4	2	3	3
LOC108168067	0	1	0	1	0	0
Hist1h4n	19	18	16	17	9	12
Hist1h2ap	0	0	0	0	0	0
Hist1h2br	0	0	0	1	0	0
Mir1983	1	3	4	3	1	3
Gm40831	0	0	0	0	0	0
Zfp184	4	6	8	5	7	2
Pom121l2	0	0	0	0	0	0
Prss16	0	0	0	0	0	0
Hist1h2ah	0	0	0	0	1	0
Hist1h2bk	0	2	0	0	1	1
Hist1h4i	6	15	16	9	7	11
Hist1h2ag	0	0	0	0	0	0
Hist1h2bj	1	2	1	3	1	1
Vmn1r188	0	0	0	0	0	0
Vmn1r189	0	0	0	0	0	0
Vmn1r191	0	0	0	0	0	0
Vmn1r192	0	0	0	0	0	0
Vmn1r193	0	0	0	0	0	0
Vmn1r194	0	0	0	0	0	0
Vmn1r195	0	0	0	0	0	0
Vmn1r196	0	0	0	0	0	0
Vmn1r197	0	0	0	0	0	0
Vmn1r198	0	0	0	0	0	0
Vmn1r199	0	0	0	0	0	0
Vmn1r200	0	0	0	0	0	0
Vmn1r-ps103	0	0	0	0	0	0
Vmn1r201	0	0	0	0	0	0
Vmn1r202	0	0	0	0	0	0
Vmn1r203	0	0	0	0	0	0
Vmn1r204	0	0	0	0	0	0
Vmn1r205	0	0	0	0	0	0
Vmn1r206	0	0	1	1	0	0
Vmn1r207-ps	0	0	0	0	0	0
Vmn1r208	0	0	0	0	0	0
Vmn1r209	0	0	0	0	0	0
Vmn1r210	0	0	0	0	0	0
Vmn1r211	0	0	0	0	0	0
Vmn1r212	0	0	0	0	0	0
Vmn1r213	0	0	0	0	0	0
Vmn1r214	0	0	0	0	0	0
Vmn1r215	0	0	0	0	0	0
Vmn1r216	0	0	0	0	0	0
Vmn1r217	0	0	0	0	0	0
Vmn1r218	0	0	0	0	0	0
Vmn1r219	0	0	0	0	0	0
Vmn1r220	0	0	0	0	0	0
Vmn1r221	0	0	0	0	0	0
Vmn1r222	0	0	0	0	0	0
Vmn1r223	0	0	0	0	0	0
Gm33094	0	0	0	0	0	0
4930557F10Rik	0	0	0	0	0	0
4933404K08Rik	0	0	0	0	0	0
Gm40832	0	0	0	0	0	1
4930586N03Rik	3	2	2	3	2	1
Zfp322a	68	70	69	62	62	53
Abt1	15	20	18	13	23	10
C230035I16Rik	1	0	0	0	1	0
Gm40833	0	0	0	0	0	0
LOC108168069	4	5	7	5	0	5
Btn1a1	0	0	0	0	0	1
Btn2a2	0	0	0	1	1	0
Gm11335	0	0	0	0	0	0
Hist1h4h	37	51	44	48	31	27
Hist1h2af	0	1	0	2	0	0
Hist1h3g	2	0	1	1	0	0
Hist1h2bh	0	0	0	0	1	0
Hist1h3f	14	19	21	10	14	14
Hist1h4f	13	15	15	10	10	8
Hist1h1d	50	64	56	34	37	24
Hist1h3e	27	28	27	26	14	17
Hist1h2ae	7	3	7	2	2	6
Hist1h2bg	12	19	19	15	7	14
Hist1h2bf	4	5	1	0	2	3
Hist1h2ad	2	8	6	2	1	5
Hist1h3d	13	15	16	32	2	17
Hist1h4d	60	90	73	65	46	47
Hist1h2be	19	19	22	22	22	15
Gm33387	2	4	5	6	9	12
Hist1h1e	50	31	42	23	33	19
Hist1h2ac	7	19	17	11	2	11
Hist1h2bc	21	30	27	21	25	25
Hist1h1t	0	0	0	0	0	0
Hist1h4c	22	19	11	17	16	13
Hfe	3	1	1	1	1	2
Hist1h1c	46	37	71	42	35	29
Hist1h3c	0	0	4	2	5	3
Hist1h2bb	13	16	24	8	6	8
Hist1h2ab	9	6	10	4	4	14
Hist1h3b	0	1	2	1	6	1
Hist1h4b	13	23	8	10	5	8
Hist1h4a	2	6	7	2	1	2
Hist1h3a	2	10	9	7	7	2
Hist1h1a	6	12	6	4	6	4
Trim38	0	0	0	0	0	0
Gm11337	0	0	0	0	0	0
Slc17a2	0	0	0	0	0	0
Slc17a3	0	0	0	0	0	0
Slc17a1	0	0	0	0	0	0
Slc17a4	0	0	0	0	0	0
Gm33516	0	0	0	0	0	0
Hist1h2ba	0	0	0	0	0	0
Hist1h2aa	0	0	0	0	0	0
Scgn	1	2	1	1	0	0
Lrrc16a	45	61	66	53	55	66
Gm33573	3	4	4	4	5	4
Gm11342	0	0	0	0	0	0
Cmah	0	0	0	0	0	0
LOC108168070	0	0	0	0	0	0
Fam65b	180	205	262	207	202	193
Gm11346	0	2	1	1	0	1
1700016G14Rik	0	1	4	1	4	3
Gmnn	0	7	2	2	3	3
BC005537	119	132	183	123	207	179
Acot13	18	12	31	18	18	17
Tdp2	16	12	18	7	16	12
D130043K22Rik	63	107	79	71	80	50
4932702P03Rik	11	9	24	11	10	12
Aldh5a1	81	92	152	107	89	94
9330162012Rik	5	9	4	6	6	2
Gpld1	34	56	54	40	56	48
Gm34019	2	1	1	1	1	1
Mrs2	61	84	99	67	126	100
Dcdc2a	10	10	12	8	7	8
Nrsn1	114	110	198	140	153	159
Gm34122	0	0	0	0	0	0
Gm11351	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0
Hdgfl1	0	0	0	0	0	0
Prl	0	0	0	0	0	0
Prl3d1	0	0	0	0	0	0
Prl3d2	0	0	0	0	0	0
Prl3d3	0	0	0	0	0	0
Prl3c1	0	0	0	0	0	0
Prl3b1	0	0	0	0	0	0
Prl3a1	0	0	0	0	0	0
Prl6a1	0	0	0	0	0	0
Prl8a2	0	0	0	0	0	0
Prl2b1	0	0	0	0	0	0
Gm40836	0	0	0	0	0	0
Prl8a6	0	0	0	0	0	0
Prl8a8	0	0	0	0	0	0
Prl8a9	0	0	0	0	0	0
Prl8a1	0	0	0	0	0	0
Prl7b1	0	0	0	0	0	0
Prl7a1	0	0	0	0	0	0
Prl7a2	0	0	0	0	0	0
Prl7d1	0	0	0	0	0	0
Prl7c1	0	0	0	0	0	0
Prl2a1	0	0	0	0	0	0
Prl2c1	0	0	0	0	0	0
Prl4a1	0	0	0	0	0	0
Prl5a1	0	0	0	0	0	0
Gm34385	0	0	1	0	0	0
Gm40841	41	66	78	66	125	148
2610307P16Rik	1	0	0	0	0	0
Mir6368	0	0	0	0	0	0
Gm34639	0	0	0	0	0	0
Gm34697	0	0	0	0	0	0
Gm40858	0	0	0	0	0	0
LOC108168071	0	0	1	0	0	0
LOC108168072	0	0	2	1	0	0
Sox4	3	15	12	8	12	10
A330102I10Rik	5	7	23	12	17	22
Cdkal1	40	31	41	44	45	35
E2f3	21	34	30	15	30	26
Gm40860	0	0	0	0	0	0
Mboat1	0	1	1	2	1	0
Gm40869	0	0	0	0	0	0
Gm40863	0	0	0	0	0	0
Agtr1a	1	1	1	2	1	2
Uqcrfs1	81	45	60	52	43	44
Gm35109	0	0	0	0	0	0
4930519D14Rik	0	0	0	0	0	0
Gm35158	1	1	0	0	0	0
Dusp22	12	21	26	17	20	19
Irf4	0	0	0	0	0	0
Exoc2	76	87	95	64	80	80
Hus1b	1	1	3	0	2	3
Gm35302	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0
G630018N14Rik	1	0	0	2	0	1
Foxq1	0	0	0	0	0	0
1700018A04Rik	0	0	0	0	1	0
Foxf2	0	0	0	0	0	0
Foxc1	0	0	2	4	3	8
Gmds	4	9	16	7	11	5
Gm35732	6	11	16	14	8	9
LOC105245415	6	10	10	11	6	13
Gm40876	0	0	0	0	0	0
Mylk4	2	11	4	3	3	1
Wrnip1	37	53	47	30	34	30
Serpinb1a	1	2	4	2	1	4
Gm35899	0	0	0	1	0	0
Serpinb1c	0	0	0	0	0	0
Serpinb6b	0	1	0	0	0	0
Serpinb9	1	2	2	2	0	4
Gm36181	0	0	0	0	0	0
Serpinb9b	0	0	0	0	0	0
Gm36099	0	0	0	0	0	0
Serpinb1b	0	3	7	0	2	2
Serpinb9c	0	0	0	0	0	0
Serpinb9d	0	0	0	0	0	0
Serpinb9e	0	0	0	0	0	0
Gm40905	0	0	0	0	0	0
Serpinb9f	0	0	0	0	0	0
Gm40906	0	0	0	0	0	0
Gm11397	0	0	0	0	0	0
Serpinb9g	0	0	0	0	0	0
Gm6093	0	0	0	0	0	0
Serpinb6d	0	0	0	0	0	0
Serpinb6e	0	0	0	0	0	0
Serpinb6c	1	0	1	0	0	0
Serpinb6a	18	23	28	17	17	10
1110046J04Rik	1	5	1	0	3	1
Nqo2	5	15	16	10	14	7
Ripk1	7	8	7	10	10	3
Bphl	11	29	16	17	12	7
Tubb2a	191	246	184	167	79	69
4930447K03Rik	0	0	1	0	1	0
Tubb2b	37	44	37	35	35	32
Gm36500	1	9	2	3	1	0
Gm36549	1	2	2	1	0	0
Psmg4	2	4	3	2	6	5
Slc22a23	37	58	87	84	94	129
LOC108168074	1	4	5	5	11	4
Gm40908	0	0	0	0	0	0
Gm40909	0	0	0	0	0	1
Pxdc1	0	0	0	0	2	0
Gm15908	0	0	0	0	0	0
Fam50b	0	0	0	0	0	0
Gm36839	4	2	9	4	4	7
Prpf4b	159	154	229	164	202	257
Fam217a	1	0	0	1	3	1
4933417A18Rik	0	0	0	0	0	0
Eci3	0	0	0	0	0	0
Gm16984	1	0	0	0	0	0
Eci2	14	8	16	13	16	12
Gm40910	0	0	0	0	0	0
4930529N20Rik	0	0	0	0	0	0
1700011B04Rik	0	0	0	0	0	0
1700019C18Rik	0	0	0	0	0	0
Cdyl	24	9	19	14	32	16
Rpp40	3	13	9	3	5	10
Ppp1r3g	1	0	0	1	0	1
Gm30127	0	0	0	0	0	0
Lyrm4	33	32	29	23	23	16
Gm4024	5	4	8	5	11	15
Fars2	12	18	24	17	21	21
Gm40912	13	40	41	35	56	37
LOC108168076	0	0	0	0	0	1
LOC108168077	0	0	0	0	0	0
Gm38636	0	0	0	0	0	2
Nrn1	5	3	1	3	3	3
Gm30177	0	0	0	1	0	0
Gm30489	0	1	0	0	0	0
F13a1	1	0	0	0	0	0
Gm30240	0	0	0	0	0	0
Gm30549	0	0	0	0	0	0
Gm30600	0	0	0	0	0	0
Gm40913	0	0	0	0	0	0
Ly86	5	1	4	0	2	4
Gm4035	0	0	0	0	0	0
Gm40914	0	0	0	0	0	0
Gm30863	0	0	0	0	0	0
Gm29590	1	0	0	0	0	0
Gm30918	0	0	0	0	0	0
Gm40915	0	0	0	0	0	0
Gm40916	0	0	0	1	0	0
Gm40917	0	0	0	0	0	0
AI463229	0	0	0	0	0	0
Gm40918	0	0	0	0	0	0
LOC108167318	0	0	0	0	0	0
Gm31600	0	0	0	0	0	0
Rreb1	33	47	80	60	71	56
LOC108168078	0	0	1	1	0	0
Ssr1	323	403	339	282	235	185
Cage1	9	13	16	5	9	10
Riok1	24	32	38	33	30	37
Gm40920	0	0	2	3	1	0
Dsp	0	0	0	1	1	0
Snrnp48	25	50	37	44	60	33
Gm40921	1	0	0	0	0	0
Bmp6	4	11	2	1	6	8
4930579J19Rik	0	0	0	0	0	0
Txndc5	88	104	74	57	49	45
Gm31834	1	1	0	0	0	0
Gm40922	0	0	0	0	0	0
Bloc1s5	10	5	15	11	10	0
Eef1e1	16	25	29	19	15	7
LOC108168052	0	0	0	0	2	0
Slc35b3	12	18	28	16	24	29
5033403F01Rik	1	2	2	3	1	0
Gm32243	0	0	0	0	0	0
Gm40923	0	0	0	0	0	0
LOC108168053	0	0	0	0	0	0
LOC108168054	0	1	0	0	1	1
A230103O09Rik	0	0	0	0	0	1
Gm40924	0	0	0	0	0	0
Ofcc1	0	0	0	0	0	0
Tfap2a	0	0	0	0	0	0
Gm26688	0	0	0	0	0	0
Gm35160	0	0	0	0	0	0
Gcnt2	33	65	46	31	152	128
Mir5124a	1	0	0	0	0	0
Gm31683	2	6	2	3	10	10
LOC102633880	13	15	20	11	58	53
Pak1ip1	29	41	46	38	30	26
Tmem14c	6	12	20	15	6	6
Mak	3	7	15	4	13	12
Gcm2	0	0	0	0	0	0
Sycp2l	0	2	0	1	0	1
Elovl2	6	13	18	12	18	7
Gm32063	0	0	0	0	0	0
Smim13	200	259	222	173	173	182
Nedd9	18	14	18	4	11	7
Gm32448	0	0	0	1	0	0
Gm32401	0	0	0	0	0	0
Gm32184	1	0	1	1	0	2
Tmem170b	108	127	170	109	147	112
Gm5082	0	0	0	0	0	0
Gm40925	0	0	0	0	0	0
Adtrp	0	0	0	0	0	0
Gm10790	0	0	0	0	0	0
Gm32555	0	0	0	0	1	0
LOC108168079	0	0	0	1	2	4
Hivep1	25	17	41	21	43	24
Gm32778	0	1	1	0	1	1
Edn1	0	0	7	4	0	3
Gm32833	0	0	0	0	0	0
Phactr1	362	485	957	754	1211	1190
Gm15813	11	15	29	22	49	62
Tbc1d7	6	8	9	10	6	6
Gm40929	2	1	1	0	0	1
Gfod1	28	61	38	67	80	64
Sirt5	7	9	12	7	13	5
Nol7	38	49	57	36	34	41
Ranbp9	109	151	109	96	81	110
Gm32878	0	0	2	0	0	1
Gm32939	0	0	0	0	0	0
Mcur1	15	17	18	7	15	20
Rnf182	7	11	6	5	6	7
Gm20751	0	0	0	0	0	0
Cd83	4	21	20	17	4	2
Gm33115	0	0	0	0	0	0
Gm33195	1	2	4	1	4	1
Gm2233	0	0	0	1	0	0
Gm33489	0	0	0	1	0	0
Gm33630	0	0	0	0	0	0
Gm5083	0	0	0	0	2	0
Gm33684	0	0	0	0	0	0
A330076C08Rik	1	0	1	1	0	1
Gm29676	0	0	4	1	1	4
Gm33958	0	0	0	0	0	0
1700029N11Rik	0	0	0	0	0	0
Gm34020	0	0	0	0	0	0
Gm34084	0	0	0	0	0	0
Gm40930	0	0	0	0	0	0
Gm34276	0	0	0	0	0	0
Gm40931	0	0	0	0	0	0
Jarid2	107	128	142	94	148	141
Dtnbp1	20	21	33	22	26	29
Gm34409	0	0	0	0	0	0
Gm40932	0	0	0	0	0	0
Gm34466	0	0	0	0	1	0
Gm40933	0	0	0	0	0	0
Mylip	12	23	12	9	11	10
Gmpr	19	24	34	33	37	44
Gm34582	0	2	2	0	2	2
Atxn1	157	246	296	222	420	386
